accession,reference_length,covered_bases,reads_aligned,mean_coverage,RPKMF,sequence_name,taxid,kingdom,phylum,class,order,family,genus,species,subspecies,strain,sample_ID,total_filtered_reads_in_sample,reads_per_million,match,date_parsed,sample_type
JX307625.1,1054,681,169,28.506638,5.82022,"Human rotavirus A strain RVA/Human-wt/IND/mcs72/2011/G8P[4] nonstructural protein NSP3 gene, complete cds",10941,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Human rotavirus A,Human rotavirus A,W153,27549039,6.134515254778941,7,2025-01-27,Wastewater
KX171543.1,2546,1690,335,20.392738,4.77617,"Human rotavirus A strain CAU14-10 RNA capping enzyme (VP3) gene, complete cds",10941,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Human rotavirus A,Human rotavirus A,W153,27549039,12.160133789058849,7,2025-01-27,Wastewater
LC086766.1,1075,1030,139,20.032433,4.69353,"Human rotavirus A NSP3 gene for non-structural protein NSP3, complete cds, strain: RVA/Human-wt/THA/SKT-98/2013/G1P[8]",10941,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Human rotavirus A,Human rotavirus A,W153,27549039,5.045548049788597,7,2025-01-27,Wastewater
KX632343.1,2684,1026,140,8.278611,1.89339,"Rotavirus A strain RVA/Human-wt/UGA/MUL-13-157/2013/G1P[8] segment 2, complete sequence",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,W153,27549039,5.081846956621608,7,2025-01-27,Wastewater
MG181590.1,3303,2120,246,12.019664,2.70346,"Rotavirus A strain RVA/Human-wt/MWI/BID1LN/2013/G1P[8] structural protein 1 (VP1) gene, complete cds",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,W153,27549039,8.929531080920826,7,2025-01-27,Wastewater
KJ412679.1,2530,714,132,8.759664,1.89386,"Rotavirus A strain RVA/Human-wt/PRY/1815SR/2009/G4P[9] segment 3 RNA capping protein VP3 (VP3) gene, complete cds",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,W153,27549039,4.791455701957516,7,2025-01-27,Wastewater
FN665690.1,2591,1152,1028,44.843506,14.4019,"Rotavirus A VP3 gene for structural protein VP3, genomic RNA, serotype G8P[14], strain RVA/Human-wt/HUN/BP1062/2004/G8P[14]",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,W153,27549039,37.31527622433581,7,2025-01-27,Wastewater
GU296429.1,1356,546,29,3.6260364,0.776304,"Rotavirus A strain RVA/Human-wt/ITA/PAI58/1996/G3P[9] VP6 gene, complete cds",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,W153,27549039,1.0526682981573332,7,2025-01-27,Wastewater
JX567763.1,1359,805,147,22.188585,3.92637,"Human rotavirus A strain RVA/Human-wt/AUS/V585/2011/G10P[14] VP6 gene, complete cds",10941,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Human rotavirus A,Human rotavirus A,W153,27549039,5.335939304452689,7,2025-01-27,Wastewater
NC_001803.1,15191,1237,3792,42.584072,19.4107,"Respiratory syncytial virus, complete genome",12814,Viruses,Negarnaviricota,Monjiviricetes,Mononegavirales,Pneumoviridae,unclassified Pneumoviridae genus,Respiratory syncytial virus,unclassified Respiratory syncytial virus subspecies/strain,unclassified Respiratory syncytial virus strain,SA_15,12859968,294.8685408859493,16,2025-04-01,Indoor Air
KX868289.2,33676,2494,2538,10.508292,5.86045,"Human adenovirus 12 isolate GyK010, complete genome",28282,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus A,Human adenovirus 12,Human adenovirus 12,SA_15,12859968,197.35663416891862,16,2025-04-01,Indoor Air
AM749299.1,33763,2220,16,0.070091926,0.0368501,"Human adenovirus type 31 complete genome, serotype 31",10529,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus A,Human adenovirus 31,Human adenovirus 31,SA_15,12859968,1.2441710585905035,16,2025-04-01,Indoor Air
JQ326209.1,35153,2053,15,0.06288032,0.033181,"Human adenovirus 19, complete genome",28278,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus D,Human adenovirus 19,Human adenovirus 19,SA_15,12859968,1.166410367428597,16,2025-04-01,Indoor Air
NC_007455.1,5299,3905,13913,428.91415,204.168,"Primate bocaparvovirus 1 isolate st2, complete genome",1511871,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 1,unclassified Primate bocaparvovirus 1 subspecies/strain,unclassified Primate bocaparvovirus 1 strain,SA_15,12859968,1081.8844961356049,16,2025-04-01,Indoor Air
NC_012564.1,5242,3626,40,1.177337,0.593367,"Human bocavirus 3, complete genome",638313,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 1,Human bocavirus 3,Human bocavirus 3,SA_15,12859968,3.110427646476259,16,2025-04-01,Indoor Air
NC_012042.1,5196,2030,26,0.7413793,0.389103,"Human bocavirus 2c PK isolate PK-5510, complete genome",1511882,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 2,Human bocavirus 2c PK,Human bocavirus 2c PK,SA_15,12859968,2.021777970209568,16,2025-04-01,Indoor Air
NC_026438.1,10878,2654,22,0.3144109,0.157266,influenza A H1N1 all segments,641809,Viruses,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,Influenza A virus,Influenza A virus (A/California/07/2009(H1N1)),Influenza A virus (A/California/07/2009(H1N1)),SA_15,12859968,1.7107352055619423,16,2025-04-01,Indoor Air
NC_007373.1,11286,1802,20,0.2650862,0.1378,influenza A H3N2 all segments,335341,Viruses,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,Influenza A virus,Influenza A virus (A/New York/392/2004(H3N2)),Influenza A virus (A/New York/392/2004(H3N2)),SA_15,12859968,1.5552138232381294,16,2025-04-01,Indoor Air
KY316160.1,34169,17892,7036,29.408947,16.0123,"Human adenovirus 41 isolate SH/2015/D16, complete genome",10524,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus F,Human adenovirus 41,Human adenovirus 41,SA_15,12859968,547.1242230151739,16,2025-04-01,Indoor Air
AB027021.1,7871,580,1613,31.53581,15.9355,"Human papillomavirus type 82 DNA, complete genome",129724,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 5,human papillomavirus 82,human papillomavirus 82,SA_15,12859968,125.42799484415514,16,2025-04-01,Indoor Air
AF043303.1,4679,4163,20039,636.826,333.03,"Adeno-associated virus 2, complete genome",10804,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Dependoparvovirus,Adeno-associated dependoparvovirus A,adeno-associated virus 2,adeno-associated virus 2,SA_15,12859968,1558.2464901934436,16,2025-04-01,Indoor Air
AF260508.1,6759,3176,351,7.9735208,4.03817,"Human astrovirus type 8, complete genome",43358,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Mamastrovirus 1,Human astrovirus 8,Human astrovirus 8,SA_15,12859968,27.29400259782917,16,2025-04-01,Indoor Air
AF289262.1,32621,4057,27,0.13236426,0.0643616,"Porcine adenovirus 5, complete genome",45370,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Porcine mastadenovirus C,Porcine adenovirus 5,Porcine adenovirus 5,SA_15,12859968,2.099538661371475,16,2025-04-01,Indoor Air
AF401755.1,2359,2285,42136,2849.654,1388.95,"Human rotavirus G2 strain KO-2 VP4 gene, complete cds",73034,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Rotavirus G2,Rotavirus G2,SA_15,12859968,3276.524482798091,16,2025-04-01,Indoor Air
AJ620205.1,7975,1160,2145,44.38083,20.9149,Human papillomavirus type 43 complete genome,10591,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 8,human papillomavirus 43,human papillomavirus 43,SA_15,12859968,166.79668254228937,16,2025-04-01,Indoor Air
AY382779.2,7438,2429,3060,63.74012,31.9908,"Human papillomavirus type 96, complete genome",247269,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 5,Human papillomavirus type 96,Human papillomavirus type 96,SA_15,12859968,237.94771495543378,16,2025-04-01,Indoor Air
AY720891.1,6723,1956,1458,38.687813,16.8638,"Human astrovirus type 4 strain Dresden, complete genome",35300,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Mamastrovirus 1,Human astrovirus 4,Human astrovirus 4,SA_15,12859968,113.37508771405963,16,2025-04-01,Indoor Air
AY860978.1,7496,593,148,3.0156548,1.5353,"Strawberry latent ringspot virus NCGR MEN 454.001 segment RNA1, complete sequence",28351,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Stralarivirus,Stralarivirus SLRSV,Strawberry latent ringspot virus,Strawberry latent ringspot virus,SA_15,12859968,11.508582291962158,16,2025-04-01,Indoor Air
EF059923.1,2359,2201,14053,974.5405,463.235,"Human rotavirus G9 strain CAU 202 VP4 gene, complete cds",42567,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Rotavirus G9,Rotavirus G9,SA_15,12859968,1092.7709928982717,16,2025-04-01,Indoor Air
EF422221.1,7562,4248,1782,36.926334,18.3245,"Human papillomavirus type 107, complete genome",427343,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 107,Human papillomavirus 107,SA_15,12859968,138.56955165051733,16,2025-04-01,Indoor Air
EU410347.1,7401,2484,7073,152.74762,74.3145,"Human papillomavirus FA75/KI88-03, complete genome",563190,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus FA75/KI88-03,Human papillomavirus FA75/KI88-03,SA_15,12859968,550.0013685881645,16,2025-04-01,Indoor Air
EU410348.1,7423,4087,2954,67.095695,30.945,"Human papillomavirus type 110, complete genome",518629,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 110,Human papillomavirus 110,SA_15,12859968,229.7050816922717,16,2025-04-01,Indoor Air
EU410349.1,7384,1071,258,5.3491845,2.71699,"Human papillomavirus type 111, complete genome",518630,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 111,Human papillomavirus 111,SA_15,12859968,20.062258319771868,16,2025-04-01,Indoor Air
EU796884.1,7899,2705,4157,84.03123,40.9231,"Feline papillomavirus type 2 isolate Main Coon 2007, complete genome",568209,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Dyothetapapillomavirus,Dyothetapapillomavirus 1,Felis domesticus papillomavirus 2,Felis domesticus papillomavirus 2,SA_15,12859968,323.2511931600452,16,2025-04-01,Indoor Air
FJ445150.1,7164,3154,11015,233.24779,119.561,"Human rhinovirus 68 strain ATCC VR-1178, complete genome",185925,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Rhinovirus A,rhinovirus A68,rhinovirus A68,SA_15,12859968,856.5340131483997,16,2025-04-01,Indoor Air
FJ755404.1,6771,2071,346,7.8663344,3.97359,"Human astrovirus 1 Beijing/291/2007/CHN, complete genome",626180,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Mamastrovirus 1,Human astrovirus 1 Beijing/291/2007/CHN,Human astrovirus 1 Beijing/291/2007/CHN,SA_15,12859968,26.905199142019637,16,2025-04-01,Indoor Air
FJ755405.1,6771,2476,1135,25.049992,13.0348,"Human astrovirus 1 Beijing/293/2007/CHN, complete genome",626181,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Mamastrovirus 1,Human astrovirus 1 Beijing/293/2007/CHN,Human astrovirus 1 Beijing/293/2007/CHN,SA_15,12859968,88.25838446876384,16,2025-04-01,Indoor Air
FJ947080.1,7476,2036,3164,62.319958,32.91,"Human papillomavirus type 115 isolate GC02, complete genome",696746,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 3,human papillomavirus 115,human papillomavirus 115,SA_15,12859968,246.03482683627203,16,2025-04-01,Indoor Air
FJ973560.1,4958,2478,37,1.156198,0.580304,"Human bocavirus 2b NI strain HBoV2B-NI-213, complete genome",1511881,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 2,Human bocavirus 2b NI,Human bocavirus 2b NI,SA_15,12859968,2.8771455729905395,16,2025-04-01,Indoor Air
FM955837.2,7466,3629,7307,154.20366,76.1047,"Human papillomavirus type 98, complete genome",587347,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,Human papillomavirus 98,Human papillomavirus 98,SA_15,12859968,568.1973703200506,16,2025-04-01,Indoor Air
FM955839.1,7380,4753,9566,206.6888,100.794,"Human papillomavirus type 100, complete genome",587349,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 100,Human papillomavirus 100,SA_15,12859968,743.8587716547972,16,2025-04-01,Indoor Air
FN677756.1,7386,1584,2662,57.17206,28.0259,"Human papillomavirus type 151, complete genome, isolate SIBX2",743812,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 151,Human papillomavirus 151,SA_15,12859968,206.99895987299502,16,2025-04-01,Indoor Air
GQ225794.1,1194,1075,5395,760.62067,351.356,"Rotavirus A AU32xUK reassortant (UKg9AU32) VP6 protein gene, complete cds",666966,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Rotavirus A AU32xUK reassortant (UKg9AU32),Rotavirus A AU32xUK reassortant (UKg9AU32),SA_15,12859968,419.5189288184854,16,2025-04-01,Indoor Air
GQ845442.1,7304,1044,1434,36.028095,15.2668,"Human papillomavirus type 120, complete genome",765052,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 120,Human papillomavirus 120,SA_15,12859968,111.50883112617387,16,2025-04-01,Indoor Air
GQ845444.1,7397,3811,8194,177.65834,86.1391,"Human papillomavirus type 122, complete genome",765054,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 122,Human papillomavirus 122,SA_15,12859968,637.1711033806616,16,2025-04-01,Indoor Air
GQ845446.1,7489,751,1177,24.05968,12.2212,"Human papillomavirus type 124, complete genome",765056,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,human papillomavirus 124,human papillomavirus 124,SA_15,12859968,91.52433349756392,16,2025-04-01,Indoor Air
GU117634.1,7309,1488,1264,22.201565,13.4477,"Human papillomavirus type 134, complete genome",909333,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 7,Human papillomavirus 134,Human papillomavirus 134,SA_15,12859968,98.28951362864977,16,2025-04-01,Indoor Air
GU937877.1,3302,3296,80851,3880.3472,1904.01,"Caprine rotavirus A strain GO34 RNA-dependent RNA polymerase (VP1) gene, complete cds",204932,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Caprine rotavirus A,Caprine rotavirus A,SA_15,12859968,6287.029641131299,16,2025-04-01,Indoor Air
GU937879.1,2591,2475,58321,3378.3613,1750.32,"Caprine rotavirus A strain GO34 VP3 protein (VP3) gene, complete cds",204932,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Caprine rotavirus A,Caprine rotavirus A,SA_15,12859968,4535.081269253547,16,2025-04-01,Indoor Air
GU937881.1,1356,1319,45824,6162.8315,2627.81,"Caprine rotavirus A strain GO34 VP6 protein (VP6) gene, complete cds",204932,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Caprine rotavirus A,Caprine rotavirus A,SA_15,12859968,3563.305911803202,16,2025-04-01,Indoor Air
GU937886.1,751,402,831,292.29785,86.0441,"Caprine rotavirus A strain GO34 NSP4 protein (NSP4) gene, complete cds",204932,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Caprine rotavirus A,Caprine rotavirus A,SA_15,12859968,64.61913435554428,16,2025-04-01,Indoor Air
GU984757.1,1356,1051,2516,516.0249,144.282,"Bovine rotavirus A strain 68 VP6 (VP6) gene, complete cds",35333,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Bovine rotavirus A,Bovine rotavirus A,SA_15,12859968,195.64589896335667,16,2025-04-01,Indoor Air
HM011556.1,5387,5221,61546,1761.6356,888.409,"Merkel cell polyomavirus isolate R17b, complete genome",493803,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Alphapolyomavirus,Alphapolyomavirus quintihominis,Merkel cell polyomavirus,Merkel cell polyomavirus,SA_15,12859968,4785.859498250696,16,2025-04-01,Indoor Air
HM999997.1,7375,810,2126,38.971764,22.4162,"Human papillomavirus type 145 isolate CL4112, complete genome",1070418,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 145,Human papillomavirus 145,SA_15,12859968,165.31922941021315,16,2025-04-01,Indoor Air
HM999999.1,7224,4623,11804,244.4576,127.061,"Human papillomavirus type 147 isolate GH659, complete genome",1070420,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 8,human papillomavirus 147,human papillomavirus 147,SA_15,12859968,917.8871984751439,16,2025-04-01,Indoor Air
HQ291308.1,5267,1519,29,0.87805355,0.428149,"Porcine bocavirus H18, partial genome",1511887,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Ungulate bocaparvovirus 4,Porcine bocavirus H18,Porcine bocavirus H18,SA_15,12859968,2.2550600436952877,16,2025-04-01,Indoor Air
J02226.1,5130,4942,231,6.9106426,3.5015,JC virus complete genome,10632,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Betapolyomavirus,Betapolyomavirus secuhominis,JC polyomavirus,JC polyomavirus,SA_15,12859968,17.962719658400395,16,2025-04-01,Indoor Air
JF831955.1,672,437,338,82.55173,39.1118,"Rotavirus A Ind/HR/B91 NSP4 gene, complete cds",1169011,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Rotavirus A Ind/HR/B91,Rotavirus A Ind/HR/B91,SA_15,12859968,26.28311361272439,16,2025-04-01,Indoor Air
JN648103.1,5413,1004,430,12.235227,6.17718,"Canine bocavirus 1 isolate Con-161, complete genome",1511885,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Carnivore bocaparvovirus 2,Canine bocavirus 1,Canine bocavirus 1,SA_15,12859968,33.437097199619785,16,2025-04-01,Indoor Air
JX195074.1,3302,1302,17,0.80203044,0.400343,"Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 1, complete sequence",1307163,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8,Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8,SA_15,12859968,1.32193174975241,16,2025-04-01,Indoor Air
